voyage_id,raw_text,event_type,start_time,end_time
V033,01/06/2025 03:00 – Loading operations ended,LOADING_END,,2025-06-01T03:00:00
V033,01/06/2025 05:00 – Vessel shifted to another berth,SHIFTING,2025-06-01T05:00:00,
V033,01/06/2025 11:00 – Started discharging operations,DISCHARGING_START,2025-06-01T11:00:00,
V033,01/06/2025 14:00 – Discharging operations completed,DISCHARGING_END,,2025-06-01T14:00:00
V033,01/06/2025 19:00 – Ship sailed from berth,DEPARTURE,2025-06-01T19:00:00,
V034,03/06/2025 13:00 – Ship reached port anchorage,ARRIVAL,2025-06-03T13:00:00,
V034,03/06/2025 21:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-06-03T21:00:00,
V034,04/06/2025 05:00 – All fast at berth 2,BERTHING,2025-06-04T05:00:00,
V034,04/06/2025 08:00 – Started cargo operations,LOADING_START,2025-06-04T08:00:00,
V034,04/06/2025 09:00 – Completed loading cargo,LOADING_END,,2025-06-04T09:00:00
V034,04/06/2025 10:00 – Ship moved from jetty 2 to 4,SHIFTING,2025-06-04T10:00:00,
V034,04/06/2025 11:00 – Commenced discharging cargo,DISCHARGING_START,2025-06-04T11:00:00,
V034,04/06/2025 12:00 – Discharge ops ended,DISCHARGING_END,,2025-06-04T12:00:00
V034,04/06/2025 17:00 – Sailed from anchorage,DEPARTURE,2025-06-04T17:00:00,
V035,04/06/2025 11:00 – Ship reached port anchorage,ARRIVAL,2025-06-04T11:00:00,
V035,04/06/2025 19:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-06-04T19:00:00,
V035,05/06/2025 03:00 – Secured alongside jetty 4,BERTHING,2025-06-05T03:00:00,
V035,05/06/2025 11:00 – Loading operations began,LOADING_START,2025-06-05T11:00:00,
V035,05/06/2025 13:00 – Completed loading cargo,LOADING_END,,2025-06-05T13:00:00
V035,05/06/2025 17:00 – Shifting from berth 4 to berth 1,SHIFTING,2025-06-05T17:00:00,
V035,05/06/2025 23:00 – Discharging began at berth 4,DISCHARGING_START,2025-06-05T23:00:00,
V035,06/06/2025 05:00 – Finished discharging,DISCHARGING_END,,2025-06-06T05:00:00
V035,06/06/2025 08:00 – Ship sailed from berth,DEPARTURE,2025-06-06T08:00:00,
V036,06/06/2025 13:00 – Anchored at port limits,ARRIVAL,2025-06-06T13:00:00,
V036,06/06/2025 20:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-06-06T20:00:00,
V036,07/06/2025 02:00 – Vessel berthed at Jetty 4,BERTHING,2025-06-07T02:00:00,
V036,07/06/2025 09:00 – Commenced loading cargo,LOADING_START,2025-06-07T09:00:00,
V036,07/06/2025 13:00 – Loading operations ended,LOADING_END,,2025-06-07T13:00:00
V036,07/06/2025 17:00 – Shifting from berth 4 to berth 5,SHIFTING,2025-06-07T17:00:00,
V036,07/06/2025 21:00 – Commenced discharging cargo,DISCHARGING_START,2025-06-07T21:00:00,
V036,08/06/2025 00:00 – Finished discharging,DISCHARGING_END,,2025-06-08T00:00:00
V036,08/06/2025 05:00 – Vessel left port limits,DEPARTURE,2025-06-08T05:00:00,
V037,08/06/2025 11:00 – Vessel arrived at anchorage,ARRIVAL,2025-06-08T11:00:00,
V037,08/06/2025 13:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-06-08T13:00:00,
V037,08/06/2025 19:00 – Ship alongside berth 5,BERTHING,2025-06-08T19:00:00,
V037,08/06/2025 21:00 – Began loading at jetty 5,LOADING_START,2025-06-08T21:00:00,
V037,09/06/2025 02:00 – Completed loading cargo,LOADING_END,,2025-06-09T02:00:00
V037,09/06/2025 07:00 – Ship moved from jetty 5 to 4,SHIFTING,2025-06-09T07:00:00,
V037,09/06/2025 15:00 – Discharging began at berth 5,DISCHARGING_START,2025-06-09T15:00:00,
V037,09/06/2025 21:00 – Discharging operations completed,DISCHARGING_END,,2025-06-09T21:00:00
V037,10/06/2025 05:00 – Vessel departed from port,DEPARTURE,2025-06-10T05:00:00,
V038,09/06/2025 14:00 – Vessel arrived at anchorage,ARRIVAL,2025-06-09T14:00:00,
V038,09/06/2025 15:00 – Pilot joined ship,PILOT_ONBOARD,2025-06-09T15:00:00,
V038,09/06/2025 22:00 – Ship alongside berth 5,BERTHING,2025-06-09T22:00:00,
V038,10/06/2025 06:00 – Commenced loading cargo,LOADING_START,2025-06-10T06:00:00,
V038,10/06/2025 14:00 – Cargo loading completed,LOADING_END,,2025-06-10T14:00:00
V038,10/06/2025 16:00 – Shifted alongside berth {jetty2},SHIFTING,2025-06-10T16:00:00,
V038,10/06/2025 19:00 – Commenced discharging cargo,DISCHARGING_START,2025-06-10T19:00:00,
V038,10/06/2025 20:00 – Completed discharging cargo,DISCHARGING_END,,2025-06-10T20:00:00
V038,11/06/2025 00:00 – Sailed from anchorage,DEPARTURE,2025-06-11T00:00:00,
V039,12/06/2025 08:00 – Ship reached port anchorage,ARRIVAL,2025-06-12T08:00:00,
V039,12/06/2025 15:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-06-12T15:00:00,
V039,12/06/2025 23:00 – Ship alongside berth 2,BERTHING,2025-06-12T23:00:00,
V039,13/06/2025 01:00 – Began loading at jetty 2,LOADING_START,2025-06-13T01:00:00,
V039,13/06/2025 06:00 – Finished cargo operations,LOADING_END,,2025-06-13T06:00:00
V039,13/06/2025 13:00 – Shifted alongside berth {jetty2},SHIFTING,2025-06-13T13:00:00,
V039,13/06/2025 20:00 – Discharge ops commenced,DISCHARGING_START,2025-06-13T20:00:00,
V039,13/06/2025 21:00 – Finished discharging,DISCHARGING_END,,2025-06-13T21:00:00
V039,14/06/2025 00:00 – Ship sailed from berth,DEPARTURE,2025-06-14T00:00:00,
V040,15/06/2025 13:00 – Arrived at outer anchorage,ARRIVAL,2025-06-15T13:00:00,
V040,15/06/2025 17:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-06-15T17:00:00,
V040,15/06/2025 19:00 – Ship alongside berth 1,BERTHING,2025-06-15T19:00:00,
V040,16/06/2025 03:00 – Loading operations began,LOADING_START,2025-06-16T03:00:00,
V040,16/06/2025 07:00 – Cargo loading completed,LOADING_END,,2025-06-16T07:00:00
V040,16/06/2025 11:00 – Ship moved from jetty 1 to 4,SHIFTING,2025-06-16T11:00:00,
V040,16/06/2025 16:00 – Started discharging operations,DISCHARGING_START,2025-06-16T16:00:00,
V040,16/06/2025 20:00 – Completed discharging cargo,DISCHARGING_END,,2025-06-16T20:00:00
V040,17/06/2025 04:00 – Ship sailed from berth,DEPARTURE,2025-06-17T04:00:00,
V041,18/06/2025 07:00 – Ship reached port anchorage,ARRIVAL,2025-06-18T07:00:00,
V041,18/06/2025 08:00 – Pilot on board,PILOT_ONBOARD,2025-06-18T08:00:00,
V041,18/06/2025 16:00 – Ship alongside berth 2,BERTHING,2025-06-18T16:00:00,
V041,18/06/2025 18:00 – Commenced loading cargo,LOADING_START,2025-06-18T18:00:00,
V041,18/06/2025 19:00 – Cargo loading completed,LOADING_END,,2025-06-18T19:00:00
V041,18/06/2025 22:00 – Shifted alongside berth {jetty2},SHIFTING,2025-06-18T22:00:00,
V041,19/06/2025 03:00 – Commenced discharging cargo,DISCHARGING_START,2025-06-19T03:00:00,
V041,19/06/2025 04:00 – Discharge ops ended,DISCHARGING_END,,2025-06-19T04:00:00
V041,19/06/2025 11:00 – Vessel departed from port,DEPARTURE,2025-06-19T11:00:00,
V042,20/06/2025 11:00 – Arrived at outer anchorage,ARRIVAL,2025-06-20T11:00:00,
V042,20/06/2025 15:00 – Pilot joined ship,PILOT_ONBOARD,2025-06-20T15:00:00,
V042,20/06/2025 22:00 – All fast at berth 3,BERTHING,2025-06-20T22:00:00,
V042,21/06/2025 02:00 – Commenced loading cargo,LOADING_START,2025-06-21T02:00:00,
V042,21/06/2025 08:00 – Completed loading cargo,LOADING_END,,2025-06-21T08:00:00
V042,21/06/2025 09:00 – Vessel shifted to another berth,SHIFTING,2025-06-21T09:00:00,
V042,21/06/2025 15:00 – Started discharging operations,DISCHARGING_START,2025-06-21T15:00:00,
V042,21/06/2025 18:00 – Discharging operations completed,DISCHARGING_END,,2025-06-21T18:00:00
V042,21/06/2025 20:00 – Vessel departed from port,DEPARTURE,2025-06-21T20:00:00,
V043,23/06/2025 11:00 – Anchored at port limits,ARRIVAL,2025-06-23T11:00:00,
V043,23/06/2025 18:00 – Pilot on board,PILOT_ONBOARD,2025-06-23T18:00:00,
V043,24/06/2025 00:00 – Vessel berthed at Jetty 4,BERTHING,2025-06-24T00:00:00,
V043,24/06/2025 08:00 – Loading operations began,LOADING_START,2025-06-24T08:00:00,
V043,24/06/2025 13:00 – Finished cargo operations,LOADING_END,,2025-06-24T13:00:00
V043,24/06/2025 18:00 – Vessel shifted to another berth,SHIFTING,2025-06-24T18:00:00,
V043,24/06/2025 22:00 – Commenced discharging cargo,DISCHARGING_START,2025-06-24T22:00:00,
V043,24/06/2025 23:00 – Discharging operations completed,DISCHARGING_END,,2025-06-24T23:00:00
V043,25/06/2025 00:00 – Vessel departed from port,DEPARTURE,2025-06-25T00:00:00,
V044,26/06/2025 08:00 – Vessel arrived at anchorage,ARRIVAL,2025-06-26T08:00:00,
V044,26/06/2025 14:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-06-26T14:00:00,
V044,26/06/2025 19:00 – All fast at berth 3,BERTHING,2025-06-26T19:00:00,
V044,27/06/2025 01:00 – Commenced loading cargo,LOADING_START,2025-06-27T01:00:00,
V044,27/06/2025 08:00 – Loading operations ended,LOADING_END,,2025-06-27T08:00:00
V044,27/06/2025 11:00 – Vessel shifted to another berth,SHIFTING,2025-06-27T11:00:00,
V044,27/06/2025 18:00 – Commenced discharging cargo,DISCHARGING_START,2025-06-27T18:00:00,
V044,28/06/2025 01:00 – Discharging operations completed,DISCHARGING_END,,2025-06-28T01:00:00
V044,28/06/2025 07:00 – Sailed from anchorage,DEPARTURE,2025-06-28T07:00:00,
V045,29/06/2025 12:00 – Vessel arrived at anchorage,ARRIVAL,2025-06-29T12:00:00,
V045,29/06/2025 13:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-06-29T13:00:00,
V045,29/06/2025 18:00 – Ship alongside berth 3,BERTHING,2025-06-29T18:00:00,
V045,30/06/2025 01:00 – Commenced loading cargo,LOADING_START,2025-06-30T01:00:00,
V045,30/06/2025 05:00 – Completed loading cargo,LOADING_END,,2025-06-30T05:00:00
V045,30/06/2025 09:00 – Ship moved from jetty 3 to 4,SHIFTING,2025-06-30T09:00:00,
V045,30/06/2025 16:00 – Discharging began at berth 3,DISCHARGING_START,2025-06-30T16:00:00,
V045,30/06/2025 21:00 – Discharging operations completed,DISCHARGING_END,,2025-06-30T21:00:00
V045,01/07/2025 02:00 – Ship sailed from berth,DEPARTURE,2025-07-01T02:00:00,
V046,30/06/2025 13:00 – Vessel arrived at anchorage,ARRIVAL,2025-06-30T13:00:00,
V046,30/06/2025 19:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-06-30T19:00:00,
V046,30/06/2025 22:00 – Secured alongside jetty 2,BERTHING,2025-06-30T22:00:00,
V046,01/07/2025 01:00 – Loading operations began,LOADING_START,2025-07-01T01:00:00,
V046,01/07/2025 07:00 – Finished cargo operations,LOADING_END,,2025-07-01T07:00:00
V046,01/07/2025 10:00 – Vessel shifted to another berth,SHIFTING,2025-07-01T10:00:00,
V046,01/07/2025 11:00 – Commenced discharging cargo,DISCHARGING_START,2025-07-01T11:00:00,
V046,01/07/2025 18:00 – Finished discharging,DISCHARGING_END,,2025-07-01T18:00:00
V046,01/07/2025 20:00 – Ship sailed from berth,DEPARTURE,2025-07-01T20:00:00,
V047,02/07/2025 12:00 – Vessel arrived at anchorage,ARRIVAL,2025-07-02T12:00:00,
V047,02/07/2025 17:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-07-02T17:00:00,
V047,03/07/2025 00:00 – All fast at berth 4,BERTHING,2025-07-03T00:00:00,
V047,03/07/2025 07:00 – Started cargo operations,LOADING_START,2025-07-03T07:00:00,
V047,03/07/2025 13:00 – Finished cargo operations,LOADING_END,,2025-07-03T13:00:00
V047,03/07/2025 20:00 – Ship moved from jetty 4 to 1,SHIFTING,2025-07-03T20:00:00,
V047,03/07/2025 23:00 – Commenced discharging cargo,DISCHARGING_START,2025-07-03T23:00:00,
V047,04/07/2025 02:00 – Completed discharging cargo,DISCHARGING_END,,2025-07-04T02:00:00
V047,04/07/2025 04:00 – Vessel left port limits,DEPARTURE,2025-07-04T04:00:00,
V048,05/07/2025 12:00 – Ship reached port anchorage,ARRIVAL,2025-07-05T12:00:00,
V048,05/07/2025 16:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-07-05T16:00:00,
V048,05/07/2025 23:00 – All fast at berth 2,BERTHING,2025-07-05T23:00:00,
V048,06/07/2025 06:00 – Loading operations began,LOADING_START,2025-07-06T06:00:00,
V048,06/07/2025 13:00 – Loading operations ended,LOADING_END,,2025-07-06T13:00:00
V048,06/07/2025 19:00 – Shifted alongside berth {jetty2},SHIFTING,2025-07-06T19:00:00,
V048,06/07/2025 22:00 – Started discharging operations,DISCHARGING_START,2025-07-06T22:00:00,
V048,07/07/2025 06:00 – Completed discharging cargo,DISCHARGING_END,,2025-07-07T06:00:00
V048,07/07/2025 07:00 – Ship sailed from berth,DEPARTURE,2025-07-07T07:00:00,
V049,06/07/2025 11:00 – Anchored at port limits,ARRIVAL,2025-07-06T11:00:00,
V049,06/07/2025 18:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-07-06T18:00:00,
V049,06/07/2025 23:00 – Vessel berthed at Jetty 2,BERTHING,2025-07-06T23:00:00,
V049,07/07/2025 04:00 – Commenced loading cargo,LOADING_START,2025-07-07T04:00:00,
V049,07/07/2025 09:00 – Finished cargo operations,LOADING_END,,2025-07-07T09:00:00
V049,07/07/2025 11:00 – Vessel shifted to another berth,SHIFTING,2025-07-07T11:00:00,
V049,07/07/2025 15:00 – Discharging began at berth 2,DISCHARGING_START,2025-07-07T15:00:00,
V049,07/07/2025 21:00 – Completed discharging cargo,DISCHARGING_END,,2025-07-07T21:00:00
V049,08/07/2025 04:00 – Vessel departed from port,DEPARTURE,2025-07-08T04:00:00,
V050,08/07/2025 07:00 – Ship reached port anchorage,ARRIVAL,2025-07-08T07:00:00,
V050,08/07/2025 13:00 – Pilot on board,PILOT_ONBOARD,2025-07-08T13:00:00,
V050,08/07/2025 21:00 – All fast at berth 5,BERTHING,2025-07-08T21:00:00,
V050,09/07/2025 05:00 – Began loading at jetty 5,LOADING_START,2025-07-09T05:00:00,
V050,09/07/2025 09:00 – Finished cargo operations,LOADING_END,,2025-07-09T09:00:00
V050,09/07/2025 10:00 – Shifted alongside berth {jetty2},SHIFTING,2025-07-09T10:00:00,
V050,09/07/2025 15:00 – Discharge ops commenced,DISCHARGING_START,2025-07-09T15:00:00,
V050,09/07/2025 21:00 – Discharging operations completed,DISCHARGING_END,,2025-07-09T21:00:00
V050,10/07/2025 02:00 – Ship sailed from berth,DEPARTURE,2025-07-10T02:00:00,
V051,11/07/2025 10:00 – Arrived at outer anchorage,ARRIVAL,2025-07-11T10:00:00,
V051,11/07/2025 18:00 – Pilot on board,PILOT_ONBOARD,2025-07-11T18:00:00,
V051,12/07/2025 00:00 – Vessel berthed at Jetty 3,BERTHING,2025-07-12T00:00:00,
V051,12/07/2025 05:00 – Began loading at jetty 3,LOADING_START,2025-07-12T05:00:00,
V051,12/07/2025 10:00 – Cargo loading completed,LOADING_END,,2025-07-12T10:00:00
V051,12/07/2025 18:00 – Shifted alongside berth {jetty2},SHIFTING,2025-07-12T18:00:00,
V051,13/07/2025 02:00 – Started discharging operations,DISCHARGING_START,2025-07-13T02:00:00,
V051,13/07/2025 05:00 – Finished discharging,DISCHARGING_END,,2025-07-13T05:00:00
V051,13/07/2025 10:00 – Vessel departed from port,DEPARTURE,2025-07-13T10:00:00,
V052,14/07/2025 11:00 – Vessel arrived at anchorage,ARRIVAL,2025-07-14T11:00:00,
V052,14/07/2025 13:00 – Pilot on board,PILOT_ONBOARD,2025-07-14T13:00:00,
V052,14/07/2025 16:00 – Ship alongside berth 5,BERTHING,2025-07-14T16:00:00,
V052,14/07/2025 21:00 – Began loading at jetty 5,LOADING_START,2025-07-14T21:00:00,
V052,15/07/2025 01:00 – Loading operations ended,LOADING_END,,2025-07-15T01:00:00
V052,15/07/2025 08:00 – Ship moved from jetty 5 to 5,SHIFTING,2025-07-15T08:00:00,
V052,15/07/2025 12:00 – Discharging began at berth 5,DISCHARGING_START,2025-07-15T12:00:00,
V052,15/07/2025 20:00 – Discharging operations completed,DISCHARGING_END,,2025-07-15T20:00:00
V052,15/07/2025 21:00 – Sailed from anchorage,DEPARTURE,2025-07-15T21:00:00,
V053,16/07/2025 11:00 – Anchored at port limits,ARRIVAL,2025-07-16T11:00:00,
V053,16/07/2025 19:00 – Pilot joined ship,PILOT_ONBOARD,2025-07-16T19:00:00,
V053,16/07/2025 20:00 – Ship alongside berth 5,BERTHING,2025-07-16T20:00:00,
V053,17/07/2025 04:00 – Loading operations began,LOADING_START,2025-07-17T04:00:00,
V053,17/07/2025 10:00 – Loading operations ended,LOADING_END,,2025-07-17T10:00:00
V053,17/07/2025 15:00 – Shifted alongside berth {jetty2},SHIFTING,2025-07-17T15:00:00,
V053,17/07/2025 16:00 – Commenced discharging cargo,DISCHARGING_START,2025-07-17T16:00:00,
V053,17/07/2025 20:00 – Finished discharging,DISCHARGING_END,,2025-07-17T20:00:00
V053,18/07/2025 02:00 – Ship sailed from berth,DEPARTURE,2025-07-18T02:00:00,
V054,17/07/2025 14:00 – Ship reached port anchorage,ARRIVAL,2025-07-17T14:00:00,
V054,17/07/2025 21:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-07-17T21:00:00,
V054,18/07/2025 01:00 – Vessel berthed at Jetty 4,BERTHING,2025-07-18T01:00:00,
V054,18/07/2025 08:00 – Started cargo operations,LOADING_START,2025-07-18T08:00:00,
V054,18/07/2025 09:00 – Finished cargo operations,LOADING_END,,2025-07-18T09:00:00
V054,18/07/2025 11:00 – Vessel shifted to another berth,SHIFTING,2025-07-18T11:00:00,
V054,18/07/2025 18:00 – Started discharging operations,DISCHARGING_START,2025-07-18T18:00:00,
V054,19/07/2025 01:00 – Completed discharging cargo,DISCHARGING_END,,2025-07-19T01:00:00
V054,19/07/2025 07:00 – Ship sailed from berth,DEPARTURE,2025-07-19T07:00:00,
V055,18/07/2025 13:00 – Ship reached port anchorage,ARRIVAL,2025-07-18T13:00:00,
V055,18/07/2025 16:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-07-18T16:00:00,
V055,18/07/2025 22:00 – Secured alongside jetty 1,BERTHING,2025-07-18T22:00:00,
V055,19/07/2025 06:00 – Loading operations began,LOADING_START,2025-07-19T06:00:00,
V055,19/07/2025 14:00 – Cargo loading completed,LOADING_END,,2025-07-19T14:00:00
V055,19/07/2025 15:00 – Ship moved from jetty 1 to 4,SHIFTING,2025-07-19T15:00:00,
V055,19/07/2025 20:00 – Started discharging operations,DISCHARGING_START,2025-07-19T20:00:00,
V055,19/07/2025 21:00 – Completed discharging cargo,DISCHARGING_END,,2025-07-19T21:00:00
V055,20/07/2025 05:00 – Vessel left port limits,DEPARTURE,2025-07-20T05:00:00,
V056,19/07/2025 09:00 – Ship reached port anchorage,ARRIVAL,2025-07-19T09:00:00,
V056,19/07/2025 10:00 – Pilot joined ship,PILOT_ONBOARD,2025-07-19T10:00:00,
V056,19/07/2025 11:00 – Ship alongside berth 3,BERTHING,2025-07-19T11:00:00,
V056,19/07/2025 12:00 – Started cargo operations,LOADING_START,2025-07-19T12:00:00,
V056,19/07/2025 15:00 – Finished cargo operations,LOADING_END,,2025-07-19T15:00:00
V056,19/07/2025 16:00 – Shifting from berth 3 to berth 5,SHIFTING,2025-07-19T16:00:00,
V056,19/07/2025 21:00 – Discharge ops commenced,DISCHARGING_START,2025-07-19T21:00:00,
V056,20/07/2025 00:00 – Discharging operations completed,DISCHARGING_END,,2025-07-20T00:00:00
V056,20/07/2025 07:00 – Ship sailed from berth,DEPARTURE,2025-07-20T07:00:00,
V057,21/07/2025 09:00 – Vessel arrived at anchorage,ARRIVAL,2025-07-21T09:00:00,
V057,21/07/2025 11:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-07-21T11:00:00,
V057,21/07/2025 18:00 – Ship alongside berth 3,BERTHING,2025-07-21T18:00:00,
V057,22/07/2025 02:00 – Started cargo operations,LOADING_START,2025-07-22T02:00:00,
V057,22/07/2025 03:00 – Cargo loading completed,LOADING_END,,2025-07-22T03:00:00
V057,22/07/2025 07:00 – Shifting from berth 3 to berth 3,SHIFTING,2025-07-22T07:00:00,
V057,22/07/2025 14:00 – Commenced discharging cargo,DISCHARGING_START,2025-07-22T14:00:00,
V057,22/07/2025 20:00 – Finished discharging,DISCHARGING_END,,2025-07-22T20:00:00
V057,22/07/2025 23:00 – Sailed from anchorage,DEPARTURE,2025-07-22T23:00:00,
V058,23/07/2025 07:00 – Vessel arrived at anchorage,ARRIVAL,2025-07-23T07:00:00,
V058,23/07/2025 13:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-07-23T13:00:00,
V058,23/07/2025 18:00 – Secured alongside jetty 3,BERTHING,2025-07-23T18:00:00,
V058,23/07/2025 22:00 – Began loading at jetty 3,LOADING_START,2025-07-23T22:00:00,
V058,24/07/2025 02:00 – Finished cargo operations,LOADING_END,,2025-07-24T02:00:00
V058,24/07/2025 04:00 – Shifted alongside berth {jetty2},SHIFTING,2025-07-24T04:00:00,
V058,24/07/2025 07:00 – Started discharging operations,DISCHARGING_START,2025-07-24T07:00:00,
V058,24/07/2025 12:00 – Discharge ops ended,DISCHARGING_END,,2025-07-24T12:00:00
V058,24/07/2025 14:00 – Ship sailed from berth,DEPARTURE,2025-07-24T14:00:00,
V059,25/07/2025 12:00 – Vessel arrived at anchorage,ARRIVAL,2025-07-25T12:00:00,
V059,25/07/2025 13:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-07-25T13:00:00,
V059,25/07/2025 15:00 – Vessel berthed at Jetty 1,BERTHING,2025-07-25T15:00:00,
V059,25/07/2025 23:00 – Began loading at jetty 1,LOADING_START,2025-07-25T23:00:00,
V059,26/07/2025 02:00 – Cargo loading completed,LOADING_END,,2025-07-26T02:00:00
V059,26/07/2025 04:00 – Shifted alongside berth {jetty2},SHIFTING,2025-07-26T04:00:00,
V059,26/07/2025 12:00 – Started discharging operations,DISCHARGING_START,2025-07-26T12:00:00,
V059,26/07/2025 14:00 – Discharging operations completed,DISCHARGING_END,,2025-07-26T14:00:00
V059,26/07/2025 21:00 – Vessel departed from port,DEPARTURE,2025-07-26T21:00:00,
V060,27/07/2025 11:00 – Anchored at port limits,ARRIVAL,2025-07-27T11:00:00,
V060,27/07/2025 12:00 – Pilot joined ship,PILOT_ONBOARD,2025-07-27T12:00:00,
V060,27/07/2025 16:00 – All fast at berth 4,BERTHING,2025-07-27T16:00:00,
V060,27/07/2025 23:00 – Loading operations began,LOADING_START,2025-07-27T23:00:00,
V060,28/07/2025 00:00 – Finished cargo operations,LOADING_END,,2025-07-28T00:00:00
V060,28/07/2025 02:00 – Shifting from berth 4 to berth 5,SHIFTING,2025-07-28T02:00:00,
V060,28/07/2025 09:00 – Discharge ops commenced,DISCHARGING_START,2025-07-28T09:00:00,
V060,28/07/2025 12:00 – Completed discharging cargo,DISCHARGING_END,,2025-07-28T12:00:00
V060,28/07/2025 18:00 – Vessel left port limits,DEPARTURE,2025-07-28T18:00:00,
V061,29/07/2025 11:00 – Vessel arrived at anchorage,ARRIVAL,2025-07-29T11:00:00,
V061,29/07/2025 17:00 – Pilot joined ship,PILOT_ONBOARD,2025-07-29T17:00:00,
V061,29/07/2025 22:00 – Ship alongside berth 5,BERTHING,2025-07-29T22:00:00,
V061,30/07/2025 01:00 – Began loading at jetty 5,LOADING_START,2025-07-30T01:00:00,
V061,30/07/2025 06:00 – Finished cargo operations,LOADING_END,,2025-07-30T06:00:00
V061,30/07/2025 08:00 – Shifted alongside berth {jetty2},SHIFTING,2025-07-30T08:00:00,
V061,30/07/2025 16:00 – Discharging began at berth 5,DISCHARGING_START,2025-07-30T16:00:00,
V061,30/07/2025 19:00 – Completed discharging cargo,DISCHARGING_END,,2025-07-30T19:00:00
V061,31/07/2025 00:00 – Vessel left port limits,DEPARTURE,2025-07-31T00:00:00,
V062,01/08/2025 14:00 – Vessel arrived at anchorage,ARRIVAL,2025-08-01T14:00:00,
V062,01/08/2025 17:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-08-01T17:00:00,
V062,01/08/2025 19:00 – Ship alongside berth 5,BERTHING,2025-08-01T19:00:00,
V062,02/08/2025 03:00 – Started cargo operations,LOADING_START,2025-08-02T03:00:00,
V062,02/08/2025 05:00 – Loading operations ended,LOADING_END,,2025-08-02T05:00:00
V062,02/08/2025 11:00 – Vessel shifted to another berth,SHIFTING,2025-08-02T11:00:00,
V062,02/08/2025 18:00 – Started discharging operations,DISCHARGING_START,2025-08-02T18:00:00,
V062,03/08/2025 00:00 – Completed discharging cargo,DISCHARGING_END,,2025-08-03T00:00:00
V062,03/08/2025 01:00 – Vessel left port limits,DEPARTURE,2025-08-03T01:00:00,
V063,04/08/2025 11:00 – Ship reached port anchorage,ARRIVAL,2025-08-04T11:00:00,
V063,04/08/2025 12:00 – Pilot joined ship,PILOT_ONBOARD,2025-08-04T12:00:00,
V063,04/08/2025 20:00 – Vessel berthed at Jetty 1,BERTHING,2025-08-04T20:00:00,
V063,04/08/2025 21:00 – Loading operations began,LOADING_START,2025-08-04T21:00:00,
V063,05/08/2025 01:00 – Loading operations ended,LOADING_END,,2025-08-05T01:00:00
V063,05/08/2025 06:00 – Vessel shifted to another berth,SHIFTING,2025-08-05T06:00:00,
V063,05/08/2025 13:00 – Discharging began at berth 1,DISCHARGING_START,2025-08-05T13:00:00,
V063,05/08/2025 16:00 – Completed discharging cargo,DISCHARGING_END,,2025-08-05T16:00:00
V063,05/08/2025 21:00 – Vessel departed from port,DEPARTURE,2025-08-05T21:00:00,
V064,05/08/2025 10:00 – Anchored at port limits,ARRIVAL,2025-08-05T10:00:00,
V064,05/08/2025 17:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-08-05T17:00:00,
V064,05/08/2025 21:00 – Secured alongside jetty 5,BERTHING,2025-08-05T21:00:00,
V064,06/08/2025 00:00 – Began loading at jetty 5,LOADING_START,2025-08-06T00:00:00,
V064,06/08/2025 08:00 – Finished cargo operations,LOADING_END,,2025-08-06T08:00:00
V064,06/08/2025 11:00 – Vessel shifted to another berth,SHIFTING,2025-08-06T11:00:00,
V064,06/08/2025 15:00 – Discharging began at berth 5,DISCHARGING_START,2025-08-06T15:00:00,
V064,06/08/2025 19:00 – Discharge ops ended,DISCHARGING_END,,2025-08-06T19:00:00
V064,07/08/2025 02:00 – Vessel departed from port,DEPARTURE,2025-08-07T02:00:00,
V065,06/08/2025 11:00 – Arrived at outer anchorage,ARRIVAL,2025-08-06T11:00:00,
V065,06/08/2025 14:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-08-06T14:00:00,
V065,06/08/2025 17:00 – Vessel berthed at Jetty 1,BERTHING,2025-08-06T17:00:00,
V065,06/08/2025 22:00 – Commenced loading cargo,LOADING_START,2025-08-06T22:00:00,
V065,06/08/2025 23:00 – Cargo loading completed,LOADING_END,,2025-08-06T23:00:00
V065,07/08/2025 06:00 – Vessel shifted to another berth,SHIFTING,2025-08-07T06:00:00,
V065,07/08/2025 09:00 – Started discharging operations,DISCHARGING_START,2025-08-07T09:00:00,
V065,07/08/2025 17:00 – Discharge ops ended,DISCHARGING_END,,2025-08-07T17:00:00
